DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,clean
0,0,33024,0,0,0,0,9,3,5,0,1048576,0.0
27476,56,320,7528,161,4096,6,9,4,6,1016,262144,1.0
5376,28,320,1084176,5713,4096,6,9,4,6,1280,262144,1.0
0,0,0,0,0,49152,0,6,5,4,57288,1048576,0.0
5952,28,320,267840,112,4096,6,9,4,6,28584,262144,1.0
21964,56,320,19384,752,4096,6,9,4,6,1024,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,18464,156,16384,0,6,6,4,5320,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4592,28,320,51296,164,4096,6,9,4,6,5144,262144,1.0
4464,28,320,52320,164,4096,6,9,4,6,1336,262144,1.0
1424968,56,320,7668,6544,4096,6,9,4,6,42504,262144,1.0
4416,28,33088,0,0,4096,6,9,4,6,2056,262144,1.0
0,0,0,0,0,20480,5,7,4,4,0,1048576,0.0
4192,28,32768,0,0,4096,5,7,3,5,24576,262144,0.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
0,0,33088,0,0,8192,0,10,5,5,56936,1048576,0.0
756396,56,320,748416,168,4096,21315,9,6,6,1072,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
5056,28,320,48096,45549,4096,6,9,4,6,1040,262144,1.0
0,0,0,0,0,0,0,6,2,4,908,1048576,0.0
4528,28,320,48128,163,4096,6,9,4,6,24592,262144,1.0
12336,28,1024,0,0,12288,6,9,6,6,1032,262144,1.0
4592,28,33088,0,0,4096,6,9,4,6,3336,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,81920,0,6,4,4,0,1048576,0.0
0,0,33792,0,0,32768,6,8,5,4,27048,1048576,0.0
5056,28,320,101728,225,4096,6,9,4,6,1003656,262144,1.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
0,0,33024,0,0,380928,0,10,4,5,0,1048576,0.0
0,0,34048,0,0,282964,0,10,2,5,0,1048576,0.0
168116,28,34112,0,0,8192,0,8,3,4,1040,1048576,0.0
0,0,0,0,0,20480,5,7,4,4,0,1048576,0.0
4288,28,320,19072,191,4096,6,9,5,6,1024,262144,1.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
4480,28,320,47072,169,4096,6,9,5,6,1104,262144,1.0
26444,56,1344,4520,345,4096,6,9,4,6,1000,262144,1.0
30476,56,320,4496,76,4096,6,9,4,6,1016,262144,1.0
4560,28,320,31312,161,4096,6,9,4,6,220768,262144,1.0
4528,28,320,187296,107,4096,6,9,4,6,30128,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,0,0,0,0,5,3,4,0,1048576,0.0
213628,56,320,104044,109,4096,6,9,4,6,14824,262144,1.0
4704,28,320,46208,165,4096,6,9,4,6,6968,262144,1.0
296784,56,320,290868,184,4096,6,9,4,6,2792,262144,1.0
0,0,0,34080,98,24576,0,9,5,5,81152,1048576,0.0
4544,28,320,0,0,4096,6,9,4,6,229200,262144,1.0
4832,28,320,36640,104,4096,6,9,4,6,81800,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,33024,0,0,139264,0,10,7,5,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
241728,28,34112,0,0,8192,0,8,3,4,952,1048576,0.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4848,28,320,78464,513,4096,6,9,4,6,203216,262144,1.0
0,0,0,0,0,16384,5,7,4,4,0,1048576,0.0
4336,28,33088,0,0,4096,6,9,4,6,20560,262144,1.0
0,0,0,0,0,0,5,4,3,4,0,1048576,0.0
6736,28,1344,6640,81,0,6,9,3,6,1032,262144,1.0
40960,28,34112,0,0,8192,0,11,4,4,2600,1048576,0.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
7824,28,1344,7744,80,0,6,9,3,6,1032,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,571,1048576,0.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
4240,28,320,8432,146,4096,6,9,4,6,1336,262144,1.0
0,0,0,0,0,0,0,1,4,1,17498,4096,0.0
271416,28,33088,0,0,4096,5,7,3,5,3760,1048576,0.0
131872,28,33088,0,0,131072,0,10,5,5,1104,1048576,0.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
102864,28,0,0,0,102400,6,9,6,6,1008,262144,1.0
578028,56,320,153172,112,4096,6,9,4,6,1280,262144,1.0
4496,28,320,35824,168,4096,6,9,4,6,1032,262144,1.0
4416,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
53248,28,320,0,0,49820,0,14,8,6,180948,1048576,0.0
0,0,0,0,0,0,0,6,3,4,524,1048576,0.0
0,0,33024,0,0,380928,0,10,4,5,0,1048576,0.0
0,0,0,0,0,20480,0,5,4,4,0,1048576,0.0
0,0,0,0,0,17570,0,6,8,4,0,1048576,0.0
7488,28,1344,7408,80,0,6,9,3,6,1016,262144,1.0
0,0,0,0,0,0,0,7,3,4,0,1048576,0.0
6628664,56,16704,1142596,2584,6676480,6,11,7,6,5762048,262144,1.0
0,0,33088,0,0,81920,0,10,5,5,436,1048576,0.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
12816,28,0,0,0,12288,0,5,4,5,84392,1048576,0.0
4320,28,320,16624,83,4096,6,9,4,6,1008,262144,1.0
0,0,0,0,0,0,33795,248,4,54034,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4960,28,320,77280,164,4096,6,9,4,6,2832,262144,1.0
4512,28,320,105840,861,4096,6,9,4,6,1040,262144,1.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
0,0,0,0,0,36864,4,5,4,5,23552,1048576,0.0
4528,28,320,48192,180,4096,6,9,4,6,7616,262144,1.0
4928,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
0,0,0,0,0,0,0,6,3,4,524,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
4288,28,33088,0,0,4096,6,9,4,6,69760,262144,1.0
5520,28,0,392192,3598,4096,5,7,3,5,27648,262144,0.0
4096,28,1344,4224,145,0,6,9,3,6,1008,262144,1.0
0,0,1344,0,0,0,6,9,1,6,1328,262144,1.0
2745164,56,320,45348,57268,2809856,10,11,5,6,1414784,1048576,1.0
333552,28,0,0,0,331776,0,7,4,4,627336,1048576,0.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
4400,28,320,37936,167,4096,6,9,4,6,1072,262144,1.0
0,0,33088,0,0,86016,0,10,5,5,436,1048576,0.0
8384,28,320,12944,167,8192,6,9,5,6,1032,262144,1.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
5072,28,320,246976,111,4096,6,9,4,6,42544,262144,1.0
4352,28,33088,0,0,4096,6,9,4,6,112456,262144,1.0
84828,56,320,4836,665,4096,6,9,4,6,9728,262144,1.0
167708,56,320,163036,932,4096,6,9,4,6,19984,262144,1.0
0,0,0,0,0,4096,0,6,4,4,148816,1048576,0.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
4544,28,33088,0,0,4096,6,9,4,6,1792,262144,1.0
0,0,0,0,0,4096,1,6,3,4,5996,1048576,0.0
4272,28,320,13504,922,4096,6,9,4,6,1288,262144,1.0
0,0,32768,0,0,143360,0,9,4,5,200224,1048576,0.0
542268,56,320,5672,10284,4096,6,9,5,6,1280,262144,1.0
0,0,0,0,0,16384,0,6,3,4,10880,1048576,0.0
0,0,33088,0,0,225280,0,11,5,5,7592,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
0,0,0,0,0,88872,0,2,4,4,0,1048576,0.0
196228,56,320,6328,786,4096,6,9,5,6,21712,262144,1.0
4928,28,320,582720,162,4096,6,9,4,6,189680,262144,1.0
4832,28,320,312448,162,4096,6,9,4,6,12432,262144,1.0
0,0,0,0,0,20480,0,7,4,4,0,1048576,0.0
24040,56,33088,0,0,4096,6,9,4,6,1920,262144,1.0
4576,28,320,138320,165,4096,6,9,4,6,2360,262144,1.0
246736,56,320,5320,253,4096,6,9,4,6,1344,262144,1.0
29008,28,0,0,0,28672,6,9,6,6,816,262144,0.0
0,0,1344,0,0,0,6,9,1,6,94400,262144,1.0
0,0,0,0,0,4096,3,6,3,4,5343,1048576,0.0
7808,28,1344,7728,79,0,6,9,3,6,1016,262144,1.0
100172,56,320,4668,8765,4096,6,9,4,6,1288,262144,1.0
0,0,0,0,0,0,0,6,3,4,4452,1048576,0.0
4096,28,1344,0,0,0,10,12,2,6,1024,1048576,1.0
127064,56,320,110616,197,4096,6,9,4,6,504792,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4320,28,320,14384,147,4096,6,9,4,6,1144,262144,1.0
4448,28,320,40304,104,4096,6,9,4,6,1288,262144,1.0
4528,28,320,27248,164,4096,6,9,4,6,4864,262144,1.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
0,0,0,0,0,4096,1,6,3,4,1040,1048576,0.0
531384,56,320,525568,190,4096,21315,9,7,6,1088,262144,1.0
0,0,0,0,0,0,4,6,4,4,1032,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,33088,0,0,249856,0,10,5,5,15688,1048576,0.0
132032,28,33088,0,0,131072,0,9,6,5,1848,1048576,0.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
4128,28,32768,0,0,4096,5,7,2,5,24576,262144,0.0
0,0,0,0,0,0,1,1,3,4,2404,1048576,0.0
4704,28,320,33056,162,4096,6,9,5,6,94376,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
4432,28,320,22544,129,4096,6,9,4,6,99848,262144,1.0
4432,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
81920,28,34112,0,0,8192,0,8,4,4,431528,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4400,28,33088,0,0,4096,6,9,4,6,28312,262144,1.0
4352,28,320,15664,2125,4096,6,9,4,6,1032,262144,1.0
0,0,0,0,0,13952,5,7,6,5,0,262144,0.0
142940,56,320,121712,14242,4096,6,9,4,6,1000,262144,1.0
4320,28,320,14800,144,4096,6,9,4,6,4944,262144,1.0
4096,28,320,12464,55,20620,6,10,5,6,11120,262144,1.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
4544,28,320,45760,109,4096,6,9,4,6,9880,262144,1.0
49632,28,0,0,0,49152,0,6,4,4,1992,1048576,0.0
497172,56,320,147588,419,4096,6,9,4,6,10448,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,6976,1048576,0.0
0,0,0,8576,65,8192,0,6,4,4,0,1048576,0.0
96452,56,320,89864,150,4096,6,9,4,6,1312,262144,1.0
5480,56,1344,4168,169,4096,6,9,4,6,984,262144,1.0
4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,1.0
84588,56,320,9356,1118,4096,6,9,4,6,69560,262144,1.0
6704,28,1344,6624,80,0,6,9,3,6,1056,262144,1.0
5328,28,320,136752,645,4096,6,9,4,6,170936,262144,1.0
4848,28,320,137232,163,4096,1,9,4,6,10456,262144,1.0
4304,28,320,9296,106,4096,6,9,4,6,32360,262144,1.0
0,0,0,0,0,0,0,2,8,1,17920,1048576,0.0
0,0,320,8544,71,8192,0,10,4,5,0,1048576,0.0
85776,56,320,82156,105,4096,6,9,4,6,1312,262144,1.0
0,0,0,0,0,4096,1,6,3,4,150412,1048576,0.0
0,0,0,0,0,0,0,8,5,4,166684,1048576,0.0
0,0,0,0,0,0,4,2,3,4,0,1048576,0.0
4384,28,32768,0,0,4096,5,7,3,5,24576,262144,0.0
0,0,0,0,0,12288,0,6,4,4,16,1048576,0.0
146372,56,33088,0,0,4096,6,9,4,6,33872,1048576,1.0
5040,28,320,445680,100,4096,6,9,4,6,1864,262144,1.0
4992,28,320,360000,2639,4096,6,9,4,6,21072,262144,1.0
0,0,320,8640,69,8192,0,10,4,5,0,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,1.0
4288,28,320,26784,190,4096,6,9,5,6,1352,262144,1.0
0,0,32768,0,0,298472,4,8,3,4,3500,1048576,0.0
5216,28,33088,0,0,4096,6,9,4,6,349680,262144,1.0
12148,56,320,4892,88,4096,6,9,4,6,1072,262144,1.0
7168,28,320,664384,185,4096,6,9,4,6,837072,262144,1.0
26896,56,320,23132,2344,4096,6,9,4,6,1040,262144,1.0
4096,28,1344,4192,7328,0,6,10,2,6,1016,262144,1.0
4096,28,1344,4336,1115,0,6,9,3,6,1008,262144,1.0
5040,28,33088,0,0,4096,9,9,4,5,159276,1048576,1.0
864340,56,320,854536,218,4096,21315,9,4,6,960,262144,1.0
4304,28,320,9312,165,4096,6,9,5,6,1072,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
156576,28,32768,0,0,155648,0,9,4,5,1856,1048576,0.0
4944,28,320,368128,2826,4096,6,9,4,6,2040,262144,1.0
4848,28,320,180512,161,4096,6,9,4,6,1336,262144,1.0
147040,213,34112,0,0,8192,0,8,3,4,11948,1048576,0.0
7264,28,1344,7168,82,0,6,9,3,6,1048,262144,1.0
4480,28,320,20832,162,4096,6,9,4,6,1048,262144,1.0
8384,28,320,12720,171,8192,6,9,5,6,2816,262144,1.0
4400,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
4416,28,33088,0,0,4096,6,9,4,6,2040,262144,1.0
308964,56,320,9404,3380,4096,6,9,4,6,1288,262144,1.0
0,0,1344,0,0,0,6,9,1,6,64920,262144,1.0
0,0,34560,0,0,8192,0,10,5,5,436,1048576,0.0
4400,28,320,293008,3301,4096,6,9,4,6,992,262144,1.0
4640,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
234964,28,34112,0,0,8192,0,11,3,4,3992,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
29208,28,0,0,0,4096,5,5,3,5,202416,1048576,0.0
4416,28,320,31008,164,4096,6,9,4,6,4088,262144,1.0
4240,28,320,8368,100,4096,6,9,4,6,1104,262144,1.0
40380,56,320,36720,941,4096,6,9,4,6,1056,262144,1.0
352976,28,448,1167632,25753,352256,500,10,5,4,904,1048576,1.0
0,0,0,0,0,8192,0,6,3,4,90064,1048576,0.0
0,0,1344,0,0,0,10,11,1,6,55912,1048576,1.0
232132,56,320,5928,657,4096,6,9,4,6,6112,262144,1.0
365072,56,320,356324,863,4096,21315,9,4,6,1112,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,4096,5,6,3,4,47648,1048576,0.0
4640,28,320,102896,88,4096,6,9,4,6,1064,262144,1.0
156576,28,32768,0,0,155648,0,9,4,5,1856,1048576,0.0
0,0,0,0,0,0,1,1,6,4,2404,1048576,0.0
4464,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
0,0,33088,0,0,8192,0,10,5,5,134008,1048576,0.0
5124,56,320,8444,190,8192,1,9,5,6,976,262144,1.0
0,0,1024,0,0,8192,0,8,3,4,12946,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,2048,1048576,0.0
4304,28,320,11200,110,4096,6,9,4,6,2528,262144,1.0
4480,28,320,41104,126,4096,6,9,4,6,12104,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
4736,28,320,0,0,4096,6,9,4,6,2032,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
0,0,0,0,0,507904,0,5,4,4,4444,1048576,0.0
80680,56,33088,0,0,4096,6,9,4,6,1784,262144,1.0
4512,28,320,58864,106,4096,6,9,4,6,1032,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,0,1,2,5,4,0,2097152,0.0
4464,28,33088,0,0,4096,6,9,4,6,2040,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4384,28,33088,0,0,4096,6,9,4,6,1816,262144,1.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
4656,28,320,187424,161,4096,6,9,4,6,1304,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,5031080,262144,1.0
0,0,0,0,0,0,1,2,6,4,26552,2097152,0.0
610128,56,320,604080,167,4096,21315,9,6,6,5240,262144,1.0
0,0,0,0,0,12288,0,6,4,4,102400,1048576,0.0
4288,28,320,10432,314,4096,6,9,4,6,1048,262144,1.0
7040,28,1344,6944,81,0,6,9,3,6,1048,262144,1.0
4496,28,320,165488,65,4096,6,9,4,6,1072,262144,1.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
4256,28,320,10752,191,4096,6,9,5,6,1032,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4496,28,320,30688,106,4096,6,9,4,6,5192,262144,1.0
0,0,0,0,0,499712,0,5,4,4,4444,1048576,0.0
4512,28,320,60368,117,4096,6,9,4,6,1008,262144,1.0
0,0,0,0,0,28672,4,18,4,3,14336,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4448,28,320,33936,164,4096,6,9,4,6,8064,262144,1.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,289664,6,9,8,6,688,262144,0.0
4928,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
6752,28,1344,6672,79,0,6,9,3,6,1016,262144,1.0
4416,28,320,22800,81,4096,6,9,4,6,1344,262144,1.0
0,0,33088,0,0,81920,0,10,5,5,436,1048576,0.0
0,0,0,0,0,20480,0,0,5,4,1282,1048576,0.0
4288,28,32768,0,0,4096,6,9,5,6,992,262144,0.0
4640,28,320,43504,376,4096,6,9,4,6,2056,262144,1.0
4256,28,320,9072,165,4096,6,9,5,6,1072,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
24404,56,320,16340,85,4096,6,9,4,6,1000,262144,1.0
0,0,33088,0,0,0,0,12,3,5,732,1048576,0.0
0,0,0,0,0,17536,0,6,8,4,0,1048576,0.0
6928,28,1344,6848,80,0,6,9,3,6,1016,262144,1.0
0,0,0,0,0,210116,0,2,18,4,1256,10485760,0.0
6768,28,1344,6688,80,0,6,9,3,6,1040,262144,1.0
0,0,34112,0,0,8192,0,8,2,4,0,1048576,0.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
4288,28,320,11280,233,4096,6,9,4,6,1000,262144,1.0
4176,28,320,220432,10858,246524,10,11,5,6,9280,1048576,1.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
58804,56,320,4712,1751,4096,6,9,4,6,8888,262144,1.0
4880,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
0,0,1344,0,0,0,6,9,1,6,20267224,262144,1.0
442704,56,320,5164,3325,4096,6,9,4,6,88240,262144,1.0
0,0,0,0,0,0,4,4,3,4,0,1048576,0.0
4640,28,33088,0,0,4096,6,9,4,6,73520,262144,1.0
85920,56,320,5668,3222,4096,6,9,4,6,1040,262144,1.0
0,0,0,0,0,0,0,6,6,4,2880,1048576,0.0
4320,28,33088,0,0,4096,6,9,4,6,2032,262144,1.0
4352,28,33088,0,0,4096,6,9,4,6,18064,262144,1.0
4736,28,320,69616,107,4096,6,9,4,6,1016,262144,1.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
4496,28,320,35728,171,4096,6,9,4,6,6448,262144,1.0
4352,28,320,17472,440,4096,6,9,4,6,1016,262144,1.0
0,0,0,0,0,28672,4,18,4,3,14336,1048576,0.0
0,0,0,0,0,0,0,2,4,1,4096,1048576,0.0
49468,56,320,10520,762,4096,6,9,4,6,1032,262144,1.0
0,0,0,0,0,40960,4,5,3,5,23040,1048576,0.0
28836,56,320,26616,164,4096,6,9,4,6,74976,262144,1.0
4272,28,320,10480,197,4096,6,9,4,6,1728,262144,1.0
0,0,0,0,0,0,0,2,4,1,0,1048576,0.0
156576,28,32768,0,0,155648,0,9,4,5,1856,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,0,0,0,0,6,6,4,2880,1048576,0.0
0,0,320,97008,1357,81920,0,10,5,5,1168,1048576,0.0
57344,28,32768,0,0,66360,0,6,5,4,9300,1048576,0.0
4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,34112,0,0,8192,0,8,4,4,2048,1048576,0.0
4128,28,320,67552,194,73728,6,11,5,6,40864,262144,1.0
4512,28,320,36016,102,4096,6,9,4,6,1000,262144,1.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
24256,56,320,5348,573,4096,6,9,4,6,19264,262144,1.0
0,0,320,97008,1357,81920,0,10,5,5,1168,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
4464,28,33088,0,0,4096,6,9,4,6,4600,262144,1.0
0,0,0,0,0,4096,1,6,3,4,3992,1048576,0.0
0,0,0,0,0,0,5,6,3,4,0,1048576,0.0
15356,56,320,11740,1170,4096,6,9,4,6,1072,262144,1.0
0,0,33088,0,0,77824,0,10,5,5,1404,1048576,0.0
180836,56,320,9172,1756,4096,6,9,4,6,1032,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
5408,28,320,48768,527,4096,6,9,4,6,31576,262144,1.0
4608,28,33088,0,0,4096,6,9,4,6,2000,262144,1.0
4528,28,33088,0,0,4096,6,9,4,6,1776,262144,1.0
4688,28,33088,0,0,4096,6,9,4,6,4864,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
16844,56,320,14016,97,4096,6,9,4,6,2832,262144,1.0
0,0,33024,0,0,380928,0,10,4,5,0,1048576,0.0
8032,28,1344,7904,114,0,6,9,3,6,1080,262144,1.0
4880,28,320,250768,113,4096,6,9,4,6,8064,262144,1.0
325356,56,320,45372,78,4096,6,9,4,6,4680,262144,1.0
4464,28,320,22576,164,4096,6,9,4,6,1408,262144,1.0
0,0,0,0,0,36864,4,5,4,5,23552,1048576,0.0
327548,56,320,324808,189,4096,6,9,4,6,1080,262144,1.0
4464,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
4368,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
81920,28,34112,0,0,8192,0,8,4,4,431528,1048576,0.0
0,0,0,0,0,28672,0,6,4,4,8700,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,2135376,262144,1.0
158108,56,320,8328,424,4096,6,9,4,6,2784,262144,1.0
374772,28,34112,0,0,8192,0,48,3,4,2368,1048576,0.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
6736,28,1344,6640,82,0,6,9,3,6,1032,262144,1.0
4688,28,320,105504,240,4096,6,9,4,6,1008,262144,1.0
4272,28,320,10672,364,4096,6,9,4,6,1032,262144,1.0
21104,28,320,67232,191,20480,10,11,5,6,1008,1048576,1.0
631328,28,448,702208,24280,630784,500,10,5,4,1072,1048576,1.0
132032,28,33088,0,0,131072,0,9,6,5,1848,1048576,0.0
4240,28,320,7824,77,4096,6,9,4,6,56912,262144,1.0
0,0,0,0,0,266420,0,2,3,4,45804,1048576,0.0
119472,28,33088,0,0,118784,0,10,5,5,1064,1048576,0.0
0,0,0,0,0,0,0,2,8,4,2364,1048576,0.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
5328,28,320,75264,109,4096,6,9,4,6,153384,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4464,28,33088,0,0,4096,6,9,4,6,2112,262144,1.0
0,0,32768,0,0,86016,0,9,4,5,4256,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
8400,28,320,13664,165,8192,6,9,5,6,992,262144,1.0
6976,28,1344,6896,80,0,6,9,3,6,1048,262144,1.0
4800,28,320,123824,160,4096,6,9,4,6,17432,262144,1.0
70932,56,320,5688,335,4096,6,9,4,6,6768,262144,1.0
4848,28,320,168304,183,4096,6,9,4,6,7952,262144,1.0
675876,56,320,23092,205292,4096,6,9,4,6,8088,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4832,28,32832,0,0,4096,13,8,4,5,4896,1310720,0.0
4480,28,320,105824,164,4096,6,9,4,6,2184,262144,1.0
316620,56,320,313424,164,4096,6,9,4,6,14816,262144,1.0
0,0,0,0,0,20480,0,6,4,4,0,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,4096,1048576,0.0
6144,28,320,841216,166,4096,6,9,4,6,29952,262144,1.0
4512,28,320,31968,1054,4096,6,9,4,6,6072,262144,1.0
4880,28,320,68384,163,4096,6,9,5,6,123984,262144,1.0
4512,28,33088,0,0,4096,6,9,4,6,1992,262144,1.0
0,0,0,0,0,20480,0,5,4,4,203424,1048576,0.0
0,0,0,0,0,20480,0,7,4,4,0,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4928,28,33088,0,0,4096,6,9,4,6,3040,262144,1.0
172792,56,320,8520,245,4096,6,9,5,6,19680,262144,1.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,34112,0,0,28672,6,6,5,4,2584,1048576,0.0
698872,56,320,41180,186,4096,6,9,4,6,283504,262144,1.0
70292,56,320,11816,165,4096,6,9,4,6,1128,262144,1.0
0,0,0,0,0,4096,0,6,2,4,25624,1048576,0.0
2014360,56,320,2013908,316,2203648,21315,10,7,6,15704,262144,1.0
398400,28,33216,1238512,23987,397312,500,10,5,4,193552,1048576,1.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
4384,28,320,16224,160,4096,6,9,4,6,6736,262144,1.0
726992,56,320,720480,189,4096,21315,9,7,6,1784,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,12288,0,6,3,4,0,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1312,262144,1.0
4688,28,320,51968,166,4096,6,9,4,6,136064,262144,1.0
51148,56,320,5328,550,4096,6,9,4,6,1368,262144,1.0
0,0,0,0,0,0,0,6,3,4,524,1048576,0.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
4656,28,33088,0,0,4096,6,9,4,6,2120,262144,1.0
4368,28,320,14080,107,4096,6,9,4,6,1056,262144,1.0
